Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
6580,US-2023-128923,9/12/2023,13/12/2023,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,9.392,2,0.2,3.2872
6581,US-2023-131114,9/12/2023,13/12/2023,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,60610,Central,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,20.568,3,0.2,1.5426
6582,US-2023-131114,9/12/2023,13/12/2023,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,60610,Central,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,19.04,4,0.2,-1.428
6583,US-2023-133340,9/12/2023,13/12/2023,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,49201,Central,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,59.98,2,0,25.1916
6584,US-2023-159989,9/12/2023,13/12/2023,Standard Class,EB-13870,Emily Burns,Consumer,United States,Franklin,Tennessee,37064,South,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,3,0.2,-9.153
6585,US-2023-133340,9/12/2023,13/12/2023,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,49201,Central,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",10.9,1,0,3.052
6586,CA-2023-141082,9/12/2023,13/12/2023,Standard Class,FM-14380,Fred McMath,Consumer,Canada,Montreal,Quebec,H1A,East,OFF-LA-10001404,Office Supplies,Labels,Avery 517,79.974,3,0.4,-29.3238
6587,CA-2023-141082,9/12/2023,13/12/2023,Standard Class,FM-14380,Fred McMath,Consumer,Canada,Montreal,Quebec,H1A,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,2.946,2,0.7,-2.0622
6588,US-2023-154739,10/12/2023,15/12/2023,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Francisco,California,94109,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372
6589,US-2023-143448,10/12/2023,10/12/2023,Same Day,MH-17455,Mark Hamilton,Consumer,United States,Greenwood,Indiana,46142,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1424.9,5,0,356.225
6590,US-2023-128412,10/12/2023,17/12/2023,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,35.1,3,0,12.285
6591,US-2023-128412,10/12/2023,17/12/2023,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,65.34,3,0,22.869
6592,US-2023-128412,10/12/2023,17/12/2023,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.552,3,0.2,51.8238
6593,US-2023-144309,10/12/2023,16/12/2023,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Watertown,New York,13601,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,679.96,5,0.2,220.987
6594,US-2023-146941,10/12/2023,13/12/2023,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10024,East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,0,162.864
6595,US-2023-147123,10/12/2023,12/12/2023,First Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Long Beach,California,90805,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",80.28,12,0,36.9288
6596,US-2023-127194,10/12/2023,16/12/2023,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024,East,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",62.82,9,0,29.5254
6597,US-2023-128412,10/12/2023,17/12/2023,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,123.92,4,0,55.764
6598,US-2023-144309,10/12/2023,16/12/2023,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Watertown,New York,13601,East,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0,8.7138
6599,US-2023-100587,10/12/2023,14/12/2023,Standard Class,SL-20155,Sara Luxemburg,Home Office,United States,New York City,New York,10024,East,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,6.48,1,0,3.1104
6600,US-2023-146941,10/12/2023,13/12/2023,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,0,22.5624
6601,US-2023-128412,10/12/2023,17/12/2023,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,0,8.5025
6602,CA-2023-124626,10/12/2023,15/12/2023,Standard Class,JP-11135,James Peterman,Corporate,Canada,St. John's,Newfoundland and Labrador,A0A,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,99.12,8,0,35.4144
6603,US-2023-162187,11/12/2023,11/12/2023,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",458.43,5,0.3,-137.529
6604,US-2023-165330,11/12/2023,11/12/2023,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",363.92,5,0.2,-31.843
6605,US-2023-143609,11/12/2023,13/12/2023,First Class,DB-13270,Deborah Brumfield,Home Office,United States,Portland,Oregon,97206,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",403.92,5,0.2,25.245
6606,US-2023-160745,11/12/2023,16/12/2023,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8,4,0,6.068
6607,US-2023-162187,11/12/2023,11/12/2023,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,3,0.4,-147.8655
6608,US-2023-165330,11/12/2023,11/12/2023,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,892.136,7,0.2,111.517
6609,US-2023-162187,11/12/2023,11/12/2023,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",387.136,4,0.2,24.196
6610,US-2023-165330,11/12/2023,11/12/2023,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,83.42,2,0,24.1918
6611,US-2023-151260,11/12/2023,14/12/2023,First Class,SC-20695,Steve Chapman,Corporate,United States,Springfield,Ohio,45503,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,73.536,4,0.2,9.192
6612,US-2023-165330,11/12/2023,11/12/2023,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,23.32,2,0,6.0632
6613,US-2023-132857,11/12/2023,17/12/2023,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Smyrna,Tennessee,37167,South,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,6.672,3,0.2,1.668
6614,US-2023-165330,11/12/2023,11/12/2023,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,35.808,3,0.2,11.19
6615,US-2023-165330,11/12/2023,11/12/2023,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",5.872,2,0.2,2.1286
6616,US-2023-165330,11/12/2023,11/12/2023,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,122.688,9,0.2,39.8736
6617,US-2023-165330,11/12/2023,11/12/2023,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,5,0.2,68.12
6618,US-2023-105816,11/12/2023,17/12/2023,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0,6.2566
6619,US-2023-165330,11/12/2023,11/12/2023,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",30.98,1,0,13.941
6620,US-2023-165330,11/12/2023,11/12/2023,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,50.22,3,0,2.0088
6621,US-2023-148803,11/12/2023,11/12/2023,Same Day,LR-16915,Lena Radford,Consumer,United States,Homestead,Florida,33030,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,85.224,3,0.2,7.4571
6622,US-2023-162187,11/12/2023,11/12/2023,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96,5,0.2,-4.06
6623,US-2023-135720,11/12/2023,13/12/2023,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,243.384,3,0.2,-51.7191
6624,US-2023-162187,11/12/2023,11/12/2023,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",13.52,2,0.2,1.69
6625,US-2023-165330,11/12/2023,11/12/2023,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,119.96,4,0,25.1916
6626,US-2023-160745,11/12/2023,16/12/2023,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316,4,0,31.6
6627,US-2023-135720,11/12/2023,13/12/2023,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5,0.2,29.95
6628,US-2023-135720,11/12/2023,13/12/2023,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,300.768,4,0.2,30.0768
6629,US-2023-105816,11/12/2023,17/12/2023,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0,298.6855
6630,US-2023-160745,11/12/2023,16/12/2023,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.376,3,0.2,22.6782
6631,US-2023-139395,12/12/2023,18/12/2023,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,33.48,4,0,8.7048
6632,US-2023-136686,12/12/2023,16/12/2023,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Pasadena,California,91104,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",383.64,6,0,122.7648
6633,US-2023-169824,12/12/2023,17/12/2023,Standard Class,NS-18640,Noel Staavos,Corporate,United States,New York City,New York,10009,East,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,60.35,5,0,19.9155
6634,US-2023-136686,12/12/2023,16/12/2023,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Pasadena,California,91104,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,3,0,15.8256
6635,US-2023-169824,12/12/2023,17/12/2023,Standard Class,NS-18640,Noel Staavos,Corporate,United States,New York City,New York,10009,East,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,11.2,7,0,4.816
6636,US-2023-139395,12/12/2023,18/12/2023,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,OFF-AR-10003732,Office Supplies,Art,Newell 333,13.9,5,0,3.614
6637,US-2023-108777,12/12/2023,12/12/2023,Same Day,JM-15655,Jim Mitchum,Corporate,United States,Lorain,Ohio,44052,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,18.693,3,0.7,-14.3313
6638,US-2023-169369,12/12/2023,18/12/2023,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Georgia,31907,South,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,49.12,4,0,23.0864
6639,US-2023-139395,12/12/2023,18/12/2023,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,26.86,2,0,6.715
6640,US-2023-169824,12/12/2023,17/12/2023,Standard Class,NS-18640,Noel Staavos,Corporate,United States,New York City,New York,10009,East,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,35.52,4,0,9.9456
6641,US-2023-169369,12/12/2023,18/12/2023,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Georgia,31907,South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,249.95,5,0,19.996
6642,US-2023-108777,12/12/2023,12/12/2023,Same Day,JM-15655,Jim Mitchum,Corporate,United States,Lorain,Ohio,44052,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,383.952,6,0.2,76.7904
6643,US-2023-139395,12/12/2023,18/12/2023,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,657.93,7,0,184.2204
6644,CA-2023-155586,12/12/2023,16/12/2023,Second Class,XP-21865,Xylona Preis,Consumer,Canada,Calgary,Alberta,T2C,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,2.21,1,0,0.6
6645,CA-2023-155586,12/12/2023,16/12/2023,Second Class,XP-21865,Xylona Preis,Consumer,Canada,Calgary,Alberta,T2C,West,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,15.52,4,0,7.45
6646,CA-2023-155586,12/12/2023,16/12/2023,Second Class,XP-21865,Xylona Preis,Consumer,Canada,Calgary,Alberta,T2C,West,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",36.44,4,0,16.4
6647,US-2023-142958,13/12/2023,20/12/2023,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1114.272,4,0.2,41.7852
6648,US-2023-102792,13/12/2023,19/12/2023,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Riverside,California,92503,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,9.84,3,0,3.2472
6649,US-2023-142958,13/12/2023,20/12/2023,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,2,0.2,2.2098
6650,US-2023-100153,13/12/2023,17/12/2023,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Norman,Oklahoma,73071,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63.88,4,0,24.9132
6651,US-2023-146325,14/12/2023,17/12/2023,First Class,DS-13180,David Smith,Corporate,United States,San Diego,California,92037,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.424,2,0.2,-9.1602
6652,US-2023-146143,14/12/2023,19/12/2023,Standard Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",133.38,6,0,58.6872
6653,US-2023-129126,14/12/2023,19/12/2023,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92,4,0,198.46
6654,US-2023-129126,14/12/2023,19/12/2023,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,2,0.2,7.803
6655,US-2023-129126,14/12/2023,19/12/2023,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",21.48,6,0,10.5252
6656,US-2023-129126,14/12/2023,19/12/2023,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,OFF-LA-10003190,Office Supplies,Labels,Avery 474,5.76,2,0,2.8224
6657,US-2023-129126,14/12/2023,19/12/2023,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,2,0,6.7252
6658,US-2023-146325,14/12/2023,17/12/2023,First Class,DS-13180,David Smith,Corporate,United States,San Diego,California,92037,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",134.8,10,0,35.048
6659,US-2023-129126,14/12/2023,19/12/2023,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,17.15,1,0,4.6305
6660,US-2023-116442,15/12/2023,22/12/2023,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2,0,4.2804
6661,US-2023-142335,15/12/2023,19/12/2023,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit,Michigan,48205,Central,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652.94,3,0,231.4116
6662,US-2023-127334,15/12/2023,21/12/2023,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,Springfield,Oregon,97477,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,564.195,3,0.5,-304.6653
6663,US-2023-127334,15/12/2023,21/12/2023,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,Springfield,Oregon,97477,West,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168,2,0.2,8.7168
6664,US-2023-113600,15/12/2023,17/12/2023,Second Class,SH-20395,Shahid Hopkins,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",2.214,3,0.7,-1.476
6665,US-2023-100307,15/12/2023,19/12/2023,Standard Class,TC-21475,Tony Chapman,Home Office,United States,Fayetteville,Arkansas,72701,South,OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,19.44,3,0,9.3312
6666,US-2023-142335,15/12/2023,19/12/2023,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit,Michigan,48205,Central,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,3,0,80.0199
6667,CA-2023-135480,15/12/2023,22/12/2023,Standard Class,BG-18435,Bruce Galang,Consumer,Canada,Quebec City,Quebec,G1B,East,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,68.46,2,0,20.538
6668,CA-2023-135480,15/12/2023,22/12/2023,Standard Class,BG-18435,Bruce Galang,Consumer,Canada,Quebec City,Quebec,G1B,East,OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips,19.6,5,0,9.604
6669,US-2023-118332,16/12/2023,23/12/2023,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Apple Valley,California,92307,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,563.92,5,0.2,7.049
6670,US-2023-130442,16/12/2023,19/12/2023,First Class,SF-20065,Sandra Flanagan,Consumer,United States,Goldsboro,North Carolina,27534,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,34.944,3,0.2,3.0576
6671,US-2023-100419,16/12/2023,20/12/2023,Second Class,CC-12670,Craig Carreira,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,4.788,3,0.8,-7.9002
6672,US-2023-104794,16/12/2023,19/12/2023,First Class,KD-16495,Keith Dawkins,Corporate,United States,New York City,New York,10009,East,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,3.68,2,0,1.8032
6673,US-2023-155446,16/12/2023,23/12/2023,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,San Diego,California,92024,West,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,21.21,7,0,4.4541
6674,US-2023-155530,17/12/2023,21/12/2023,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,San Francisco,California,94122,West,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,2003.52,6,0.2,-325.572
6675,US-2023-117121,17/12/2023,21/12/2023,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Detroit,Michigan,48205,Central,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,9892.74,13,0,4946.37
6676,US-2023-131639,17/12/2023,23/12/2023,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Carlsbad,New Mexico,88220,West,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",11.416,1,0.2,3.8529
6677,US-2023-131639,17/12/2023,23/12/2023,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Carlsbad,New Mexico,88220,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,13.488,2,0.2,4.3836
6678,US-2023-147109,17/12/2023,21/12/2023,Standard Class,AH-10075,Adam Hart,Corporate,United States,Arlington,Texas,76017,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,51.84,10,0.2,18.144
6679,US-2023-155383,17/12/2023,22/12/2023,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",46.53,3,0,13.0284
6680,US-2023-147109,17/12/2023,21/12/2023,Standard Class,AH-10075,Adam Hart,Corporate,United States,Arlington,Texas,76017,Central,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165.6,3,0.2,-6.21
6681,US-2023-138597,18/12/2023,21/12/2023,First Class,PN-18775,Parhena Norris,Home Office,United States,Omaha,Nebraska,68104,Central,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,563.94,3,0,112.788
6682,US-2023-147067,18/12/2023,22/12/2023,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0,6.0288
6683,US-2023-133795,18/12/2023,24/12/2023,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,92037,West,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4,0,11.1776
6684,US-2023-145919,18/12/2023,23/12/2023,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90032,West,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",183.84,8,0,62.5056
6685,US-2023-145261,18/12/2023,21/12/2023,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,West,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",377.45,5,0.5,-264.215
6686,US-2023-112697,18/12/2023,20/12/2023,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528,2,0.2,24.316
6687,US-2023-145261,18/12/2023,21/12/2023,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,West,OFF-AR-10004078,Office Supplies,Art,Newell 312,18.688,4,0.2,2.336
6688,US-2023-112697,18/12/2023,20/12/2023,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,254.058,7,0.7,-169.372
6689,US-2023-101546,18/12/2023,24/12/2023,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Morristown,New Jersey,07960,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0,843.1706
6690,US-2023-145261,18/12/2023,21/12/2023,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,45.24,4,0.7,-30.16
6691,US-2023-145261,18/12/2023,21/12/2023,First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,97301,West,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,15.936,4,0.2,5.1792
